-1,18.8300000000000,4.41500000000000,3,3,2,5,3,1,-1,0,-1,1,240,0,2
1,39.2500000000000,9.50000000000000,2,1,10,8,6.50000000000000,1,1,14,-1,1,240,4607,2
1,29.8300000000000,1.25000000000000,3,3,9,8,0.250000000000000,-1,-1,0,-1,1,224,0,1
0.380530973000000,28.1700000000000,0.585000000000000,2,1,1,8,0.0400000000000000,-1,-1,0,-1,1,260,1004,1
-1,28.1700000000000,0.375000000000000,2,1,11,8,0.585000000000000,1,1,4,-1,1,80,0,2
1,21.6700000000000,1.16500000000000,3,3,9,8,2.50000000000000,1,1,1,-1,1,180,20,1
1,28.7500000000000,1.16500000000000,2,1,9,8,0.500000000000000,1,-1,0,-1,3,280,0,1
1,32.6700000000000,9,3,3,13,5,5.25000000000000,1,-1,0,1,1,154,0,2
-1,18.9200000000000,9,2,1,1,8,0.750000000000000,1,1,2,-1,1,88,591,2
1,33.7500000000000,2.75000000000000,2,1,7,1,0,-1,-1,0,-1,1,180,0,1
1,43.0800000000000,0.375000000000000,3,3,2,8,0.375000000000000,1,1,8,1,1,300,162,2
1,44.8300000000000,7,3,3,2,8,1.62500000000000,-1,-1,0,-1,1,160,2,1
-1,19.1700000000000,8.58500000000000,2,1,3,5,0.750000000000000,1,1,7,-1,1,96,0,2
1,24.3300000000000,6.62500000000000,3,3,4,8,5.50000000000000,1,-1,0,1,3,100,0,2
1,16.2500000000000,0,3,3,1,8,0.250000000000000,-1,-1,0,-1,1,60,0,1
1,25.1700000000000,3.50000000000000,2,1,3,8,0.625000000000000,1,1,7,-1,1,0,7059,2
-1,38.9200000000000,1.66500000000000,2,1,1,8,0.250000000000000,-1,-1,0,-1,1,0,390,1
1,29.1700000000000,3.50000000000000,2,1,13,8,3.50000000000000,1,1,3,1,1,329,0,1
1,24.5000000000000,13.3350000000000,3,3,1,8,0.0400000000000000,-1,-1,0,1,1,120,475,1
1,17.0800000000000,0.0850000000000000,3,3,2,8,0.0400000000000000,-1,-1,0,-1,1,140,722,1
1,48.5800000000000,6.50000000000000,2,1,11,5,6,1,-1,0,1,1,350,0,2
1,24.1700000000000,0.875000000000000,2,1,11,8,4.62500000000000,1,1,2,1,1,520,2000,2
1,21.0800000000000,4.12500000000000,3,3,7,5,0.0400000000000000,-1,-1,0,-1,1,140,100,1
-1,29.5000000000000,0.460000000000000,2,1,9,8,0.540000000000000,1,1,4,-1,1,380,500,2
1,48.5000000000000,4.25000000000000,2,1,10,8,0.125000000000000,1,-1,0,1,1,225,0,2
-1,30.5000000000000,6.50000000000000,2,1,2,1,4,1,1,7,1,1,0,3065,2
1,27.2500000000000,0.625000000000000,2,1,1,8,0.455000000000000,1,-1,0,1,1,200,0,1
1,37.7500000000000,7,2,1,11,5,11.5000000000000,1,1,7,1,1,300,5,1
-1,25.1700000000000,2.87500000000000,2,1,14,5,0.875000000000000,1,-1,0,-1,1,360,0,2
1,65.4200000000000,11,2,1,5,9,20,1,1,7,1,1,22,0,2
1,25.5800000000000,0.335000000000000,2,1,9,5,3.50000000000000,-1,-1,0,1,1,340,0,1
1,18.1700000000000,10.2500000000000,2,1,2,5,1.08500000000000,-1,-1,0,-1,1,320,13,1
1,19.5000000000000,0.290000000000000,2,1,9,8,0.290000000000000,-1,-1,0,-1,1,280,364,1
1,22.3300000000000,11,2,1,13,8,2,1,1,1,-1,1,80,278,2
1,25.2500000000000,1,2,1,1,8,0.500000000000000,-1,-1,0,-1,1,200,0,1
-1,28.7500000000000,3.75000000000000,2,1,2,8,1.08500000000000,1,1,1,1,1,371,0,2
1,36.6700000000000,4.41500000000000,3,3,9,8,0.250000000000000,1,1,10,1,1,320,0,2
-1,22.7500000000000,6.16500000000000,2,1,1,8,0.165000000000000,-1,-1,0,-1,1,220,1000,1
1,19,1.75000000000000,3,3,2,8,2.33500000000000,-1,-1,0,1,1,112,6,1
1,47.3300000000000,6.50000000000000,2,1,2,8,1,-1,-1,0,1,1,0,228,1
-1,19.5000000000000,0.165000000000000,2,1,11,8,0.0400000000000000,-1,-1,0,1,1,380,0,1
-1,26.5800000000000,2.54000000000000,3,3,6,3,0,-1,-1,0,1,1,180,60,1
-1,57.0800000000000,19.5000000000000,2,1,2,8,5.50000000000000,1,1,7,-1,1,0,3000,2
1,55.9200000000000,11.5000000000000,2,1,6,3,5,1,1,5,-1,1,0,8851,2
-1,35.4200000000000,12,2,1,11,5,14,1,1,8,-1,1,0,6590,2
-1,39.0800000000000,4,2,1,2,8,3,-1,-1,0,-1,1,480,0,1
1,39.5000000000000,4.25000000000000,2,1,2,1,6.50000000000000,1,1,16,-1,1,117,1210,2
1,24.5800000000000,12.5000000000000,2,1,13,8,0.875000000000000,1,-1,0,1,1,260,0,1
1,31,2.08500000000000,2,1,2,8,0.0850000000000000,-1,-1,0,-1,1,300,0,1
1,31.2500000000000,1.12500000000000,2,1,6,3,0,-1,1,1,-1,1,96,19,1
1,42.0800000000000,1.04000000000000,2,1,13,8,5,1,1,6,1,1,500,10000,2
1,31.5681710900000,4,3,3,7,8,0.0850000000000000,-1,-1,0,1,1,411,0,1
-1,19.5800000000000,0.665000000000000,2,1,13,8,1.66500000000000,-1,-1,0,-1,1,220,5,1
1,25.6700000000000,12.5000000000000,2,1,3,8,1.21000000000000,1,1,67,1,1,140,258,2
1,22.2500000000000,0.460000000000000,2,1,9,8,0.125000000000000,-1,-1,0,1,1,280,55,1
1,27.7500000000000,1.29000000000000,2,1,9,5,0.250000000000000,-1,-1,0,1,3,140,0,1
-1,33.7500000000000,0.750000000000000,2,1,9,1,1,1,1,3,1,1,212,0,1
1,35.1700000000000,25.1250000000000,2,1,14,5,1.62500000000000,1,1,1,1,1,515,500,2
1,23.5800000000000,0.835000000000000,2,1,7,5,0.0850000000000000,-1,-1,0,1,1,220,5,1
1,31.6700000000000,16.1650000000000,2,1,4,8,3,1,1,9,-1,1,250,730,2
1,22.0800000000000,0.830000000000000,2,1,2,5,2.16500000000000,-1,-1,0,1,1,128,0,2
1,41.3300000000000,0,2,1,2,1,15,1,-1,0,-1,1,0,0,2
1,23.0800000000000,11.5000000000000,2,1,13,5,2.12500000000000,1,1,11,1,1,290,284,2
1,20.4200000000000,7,2,1,2,8,1.62500000000000,1,1,3,-1,1,200,1391,2
-1,31.7500000000000,3,3,3,8,4,0,-1,-1,0,-1,1,160,20,1
-1,21.0800000000000,5,3,3,6,3,0,-1,-1,0,-1,1,0,0,1
-1,32.1700000000000,1.46000000000000,2,1,13,8,1.08500000000000,1,1,16,-1,1,120,2079,2
1,56,12.5000000000000,2,1,9,5,8,1,-1,0,1,1,24,2028,2
1,80.2500000000000,5.50000000000000,2,1,6.76064610900000,6.26431718100000,0.540000000000000,1,-1,0,-1,1,0,340,1
1,48.5800000000000,0.205000000000000,3,3,9,8,0.250000000000000,1,1,11,-1,1,380,2732,2
-1,41.3300000000000,1,2,1,7,1,2.25000000000000,1,-1,0,1,1,0,300,2
1,21.5800000000000,0.790000000000000,3,3,3,8,0.665000000000000,-1,-1,0,-1,1,160,0,1
0.380530973000000,24.5000000000000,12.7500000000000,2,1,2,1,4.75000000000000,1,1,2,-1,1,73,444,2
-1,37.7500000000000,5.50000000000000,2,1,11,8,0.125000000000000,1,-1,0,1,1,228,0,2
-1,49.8300000000000,13.5850000000000,2,1,9,5,8.50000000000000,1,-1,0,1,1,0,0,2
1,27.4200000000000,12.5000000000000,2,1,1,1,0.250000000000000,-1,-1,0,1,1,720,0,1
-1,19.1700000000000,5.41500000000000,2,1,7,5,0.290000000000000,-1,-1,0,-1,1,80,484,1
1,36.7500000000000,0.125000000000000,3,3,2,8,1.50000000000000,-1,-1,0,1,1,232,113,2
1,24.7500000000000,0.540000000000000,2,1,10,8,1,-1,-1,0,1,1,120,1,1
1,24.8300000000000,2.75000000000000,2,1,2,8,2.25000000000000,1,1,6,-1,1,184.014771000000,600,2
1,34.1700000000000,2.75000000000000,2,1,7,1,2.50000000000000,-1,-1,0,1,1,232,200,1
-1,52.8300000000000,15,2,1,2,8,5.50000000000000,1,1,14,-1,1,0,2200,2
-1,37.3300000000000,2.50000000000000,2,1,7,5,0.210000000000000,-1,-1,0,-1,1,260,246,1
-1,22.4200000000000,5.66500000000000,2,1,11,8,2.58500000000000,1,1,7,-1,1,129,3257,2
1,24.4200000000000,2,2,1,5,2,0.165000000000000,-1,1,2,-1,1,320,1300,1
1,20,0,2,1,4,8,0.500000000000000,-1,-1,0,-1,1,144,0,1
-1,40.3300000000000,8.12500000000000,3,3,9,8,0.165000000000000,-1,1,2,-1,1,184.014771000000,18,1
