1,26.1700000000000,0.250000000000000,2,1,7,1,0,1,-1,0,1,1,0,0,2
1,47.6700000000000,2.50000000000000,2,1,10,1,2.50000000000000,1,1,12,1,1,410,2510,2
1,28.2500000000000,5.12500000000000,2,1,14,8,4.75000000000000,1,1,2,-1,1,420,7,2
1,48.3300000000000,12,2,1,10,8,16,1,-1,0,-1,3,110,0,2
1,23.3300000000000,11.6250000000000,3,3,13,8,0.835000000000000,1,-1,0,1,1,160,300,2
-1,26.1700000000000,2,2,1,8,4,0,-1,-1,0,1,1,276,1,1
1,16.3300000000000,4.08500000000000,2,1,7,5,0.415000000000000,-1,-1,0,1,1,120,0,1
-1,51.9200000000000,6.50000000000000,2,1,7,1,3.08500000000000,-1,-1,0,1,1,73,0,1
1,29.6700000000000,0.750000000000000,3,3,2,8,0.0400000000000000,-1,-1,0,-1,1,240,0,1
1,20.1700000000000,9.25000000000000,2,1,2,8,1.66500000000000,1,1,3,1,1,40,28,2
1,21.8300000000000,1.54000000000000,2,1,9,8,0.0850000000000000,-1,-1,0,1,1,356,0,1
-1,18.2500000000000,10,2,1,13,8,1,-1,1,1,-1,1,120,1,1
1,22.1700000000000,12.1250000000000,2,1,2,8,3.33500000000000,-1,1,2,1,1,180,173,1
1,41.7500000000000,0.960000000000000,2,1,14,8,2.50000000000000,1,-1,0,-1,1,510,600,2
1,43.2500000000000,25.2100000000000,2,1,11,5,0.210000000000000,1,1,1,-1,1,760,90,1
1,39.1700000000000,1.71000000000000,2,1,14,8,0.125000000000000,1,1,5,1,1,480,0,2
1,19.3300000000000,10.9150000000000,2,1,2,1,0.585000000000000,-1,1,2,1,1,200,7,1
1,34.6700000000000,1.08000000000000,2,1,10,8,1.16500000000000,-1,-1,0,-1,3,28,0,1
1,21.3300000000000,10.5000000000000,2,1,2,8,3,1,-1,0,1,1,0,0,2
-1,16.0800000000000,0.335000000000000,2,1,6,3,0,-1,1,1,-1,1,160,126,1
1,26.9200000000000,2.25000000000000,2,1,7,1,0.500000000000000,-1,-1,0,1,1,640,4000,1
1,21.8300000000000,0.250000000000000,2,1,4,5,0.665000000000000,1,-1,0,1,1,0,0,2
1,21.2500000000000,1.50000000000000,2,1,13,8,1.50000000000000,-1,-1,0,-1,1,150,8,2
1,30.7500000000000,1.58500000000000,2,1,4,8,0.585000000000000,-1,-1,0,1,3,0,0,1
1,36.2500000000000,5,2,1,2,1,2.50000000000000,1,1,6,-1,1,0,367,2
1,17.0800000000000,3.29000000000000,2,1,7,8,0.335000000000000,-1,-1,0,1,1,140,2,1
1,22.9200000000000,0.170000000000000,2,1,10,8,0.0850000000000000,-1,-1,0,-1,3,0,0,1
1,39.1700000000000,1.62500000000000,2,1,2,8,1.50000000000000,1,1,10,-1,1,186,4700,2
1,16.5000000000000,0.125000000000000,2,1,2,8,0.165000000000000,-1,-1,0,-1,1,132,0,1
1,18.8300000000000,0.415000000000000,3,3,2,8,0.165000000000000,-1,1,1,-1,1,200,1,1
1,43.2500000000000,3,2,1,11,5,6,1,1,11,-1,1,80,0,2
1,23.9200000000000,0.585000000000000,3,3,3,5,0.125000000000000,-1,-1,0,-1,1,240,1,1
-1,20.3300000000000,10,2,1,2,5,1,1,1,4,-1,1,50,1465,2
1,33.6700000000000,1.25000000000000,2,1,13,8,1.16500000000000,-1,-1,0,-1,1,120,0,1
1,34.0800000000000,0.0800000000000000,3,3,10,1,0.0400000000000000,1,1,1,1,1,280,2000,2
-1,30,5.29000000000000,2,1,5,2,2.25000000000000,1,1,5,1,1,99,500,2
1,34.1700000000000,1.54000000000000,2,1,3,8,1.54000000000000,1,1,1,1,1,520,50000,2
1,31.4200000000000,15.5000000000000,2,1,2,8,0.500000000000000,1,-1,0,-1,1,120,0,1
-1,22.9200000000000,1.25000000000000,2,1,11,8,0.250000000000000,-1,-1,0,1,1,120,809,1
-1,15.9200000000000,2.87500000000000,2,1,11,8,0.0850000000000000,-1,-1,0,-1,1,120,0,1
1,34,4.50000000000000,2,1,1,8,1,1,-1,0,1,1,240,0,1
-1,26.9200000000000,13.5000000000000,2,1,11,5,5,1,1,2,-1,1,0,5000,2
1,32.9200000000000,2.50000000000000,2,1,1,8,1.75000000000000,-1,1,2,1,1,720,0,1
1,40.2500000000000,21.5000000000000,2,1,5,9,20,1,1,11,-1,1,0,1200,2
1,20.4200000000000,0,2.23538011700000,1.47953216400000,6.76064610900000,6.26431718100000,0,-1,-1,0,-1,2,184.014771000000,0,1
-1,18.7500000000000,7.50000000000000,2,1,11,8,2.71000000000000,1,1,5,-1,1,184.014771000000,26726,2
-1,23.2500000000000,5.87500000000000,2,1,11,8,3.17000000000000,1,1,10,-1,1,120,245,2
1,19.6700000000000,10,3,3,9,5,0.835000000000000,1,-1,0,1,1,140,0,1
-1,33.6700000000000,0.375000000000000,2,1,3,8,0.375000000000000,-1,-1,0,-1,1,300,44,2
-1,22.4200000000000,11.2500000000000,3,3,14,5,0.750000000000000,1,1,4,-1,1,0,321,2
0.380530973000000,42.2500000000000,1.75000000000000,3,3,6.76064610900000,6.26431718100000,0,-1,-1,0,1,1,150,1,1
1,29.5800000000000,4.50000000000000,2,1,13,8,7.50000000000000,1,1,2,1,1,330,0,2
1,22.5800000000000,10.0400000000000,2,1,14,8,0.0400000000000000,1,1,9,-1,1,60,396,2
-1,35.1700000000000,3.75000000000000,2,1,6,3,0,-1,1,6,-1,1,0,200,1
1,51.8300000000000,3,3,3,6,3,1.50000000000000,-1,-1,0,-1,1,180,4,1
-1,60.9200000000000,5,2,1,1,8,4,1,1,4,-1,1,0,99,2
1,48.0800000000000,3.75000000000000,2,1,7,1,1,-1,-1,0,-1,1,100,2,1
1,62.5000000000000,12.7500000000000,3,3,2,5,5,1,-1,0,-1,1,112,0,1
-1,23.5800000000000,0.830000000000000,2,1,11,8,0.415000000000000,-1,1,1,1,1,200,11,1
1,31.5800000000000,0.750000000000000,3,3,1,8,3.50000000000000,-1,-1,0,1,1,320,0,1
1,22.2500000000000,9,2,1,1,8,0.0850000000000000,-1,-1,0,-1,1,0,0,1
1,26.7500000000000,1.12500000000000,2,1,14,5,1.25000000000000,1,-1,0,-1,1,0,5298,2
1,31.2500000000000,2.83500000000000,2,1,6,3,0,-1,1,5,-1,1,176,146,1
1,35.2500000000000,16.5000000000000,3,3,2,8,4,1,-1,0,-1,1,80,0,1
1,21.1700000000000,0,2,1,2,8,0.500000000000000,-1,-1,0,1,3,0,0,1
-1,28.5000000000000,1,2,1,11,8,1,1,1,2,1,1,167,500,1
-1,31.5681710900000,11.2500000000000,2,1,6,3,0,-1,-1,0,-1,1,184.014771000000,5200,1
1,32,1.75000000000000,3,3,5,5,0.0400000000000000,1,-1,0,1,1,393,0,2
-1,20.8300000000000,0.500000000000000,3,3,5,2,1,-1,-1,0,-1,1,260,0,1
-1,21.6700000000000,11.5000000000000,3,3,8,4,0,1,1,11,1,1,0,0,2
1,31.3300000000000,19.5000000000000,2,1,2,8,7,1,1,16,-1,1,0,5000,2
-1,18.4200000000000,9.25000000000000,2,1,11,8,1.21000000000000,1,1,4,-1,1,60,540,2
1,26.6700000000000,14.5850000000000,2,1,7,1,0,-1,-1,0,1,1,178,0,1
0.380530973000000,29.7500000000000,0.665000000000000,2,1,13,8,0.250000000000000,-1,-1,0,1,1,300,0,1
-1,36.7500000000000,4.71000000000000,2,1,6,3,0,-1,-1,0,-1,1,160,0,1
1,36.3300000000000,3.79000000000000,2,1,13,8,1.16500000000000,1,-1,0,1,1,200,0,1
-1,36.5800000000000,0.290000000000000,2,1,6,3,0,-1,1,10,-1,1,200,18,1
1,26.1700000000000,12.5000000000000,3,3,9,5,1.25000000000000,-1,-1,0,1,1,0,17,1
-1,32.3300000000000,0.540000000000000,2,1,3,8,0.0400000000000000,1,-1,0,-1,1,440,11177,2
